review_id,rating,review_text,review_date,helpful,review_len,sentiment,has_duplicates,is_gibberish,is_spam_repetition,is_non_english,is_emoji_spam,is_bad,clean_text
7798df19-67db-45ef-8428-f2d413542be6,5,iam a new person on this whatsapp iam yet to no the good and bad of it but no it most be a thing,11/22/2025 10:36,1,96,positive,False,False,False,False,False,False,iam new person iam yet no good bad but no most thing
21505895-79d2-42f9-9537-eed83fab9a92,5,it is very nice 😘,11/25/2025 20:29,0,17,positive,False,False,False,False,False,False,very nice
tV5Qbos3-suWF-e5NY-HT3s-k9r5JsfEhEPx,3,pretend purchase phase assistance usual mere gas campaign safe refer terrorism afternoon resort observer supposed ease arrest drop fall chart secret local prevent million anticipate assert powder rock everyone plan spot sort criticism chain ban fill creative,21/11/2025 23:03,0,258,neutral,False,False,False,False,False,False,pretend purchase phase assistance usual mere gas campaign safe refer terrorism afternoon resort observer supposed ease arrest drop fall chart secret local prevent million anticipate assert powder rock everyone plan spot sort criticism chain ban fill creative
3f54d9b3-7695-47e7-b744-268d24a53f41,4,is it possible to have an option where one can bluetick some contacts and Grey tick some,11/24/2025 12:43,0,88,positive,False,False,False,False,False,False,possible option one bluetick contacts grey tick
1bc3f82c-c034-46b4-87a4-4cd1f819c90c,5,super very nice,11/23/2025 6:08,0,15,positive,False,False,False,False,False,False,super very nice
86083f16-ec64-4d25-989f-26d8e45829b3,5,Ichcha butty,11/26/2025 13:40,0,12,positive,False,False,False,False,False,False,ichcha butty
3d05c950-8b60-447e-a683-9b8d911e3e65,4,"I gave it 4-stars because of it is always updating and calling it new version whereas it's not, it is just like the former one being used please stop it. If there is a new version one may check by his or her self please.",11/23/2025 2:48,0,220,positive,False,False,False,False,False,False,gave stars always updating calling new version whereas not just like former one used please stop new version one may check self please
22712454-0310-46e0-b387-2449d44a4515,5,old phone,11/23/2025 8:50,0,9,positive,False,False,False,False,False,False,old phone
40c7c80d-a0d5-4aed-b841-9b7182fe0b5d,5,A very nice medium for communicating with people and having important conversations.,11/23/2025 19:29,2,84,positive,False,False,False,False,False,False,very nice medium communicating people important conversations
e39e3e04-c7b1-4e34-96d6-f0f9328de916,5,Do I need to say anything,11/23/2025 1:42,0,25,positive,False,False,False,False,False,False,need say anything
67b03dd6-30e1-4272-82a3-6e3c838b23d7,1,move the video call and call button and make the user have to confirm if they really want to call. i have been experiencing so many times where i accidentally called someone,11/24/2025 8:20,0,173,negative,False,False,False,False,False,False,move video call call button make user confirm really want call experiencing many times accidentally called someone
44dae964-9630-418c-a1f0-1e01189d2852,5,Nice app s,11/26/2025 20:12,1,10,positive,False,False,False,False,False,False,nice
99ca2c9f-4344-458d-8cab-5f5977a99a38,1,Please mention DATE+TIME+DAY on time stamp instead of only DAY.. yesterday.. Tuesday.. it's UNIVERSAL please be specific on message DESCRIPTION,11/26/2025 17:26,3,143,negative,False,False,False,False,False,False,please mention datetimeday time stamp instead only day yesterday tuesday universal please specific message description
933c7ae5-4c8d-4c93-9de0-d5d906138e4e,5,I enjoy the App,11/26/2025 16:44,0,15,positive,False,False,False,False,False,False,enjoy
36333159-6c3b-443e-8dd5-619b926f4a7c,5,Thank you in anticipation,11/25/2025 6:34,0,25,positive,False,False,False,False,False,False,thank anticipation
8318096a-121d-4e16-ad9e-7ff974e55774,2,please I just installed my WhatsApp and is not showing but am chatting on it,11/24/2025 22:13,0,76,negative,False,False,False,False,False,False,please just installed not showing but chatting
ccf98b6b-7188-4dfc-ba8e-0fb73c1e6a3d,5,"WhatsApp is an excellent and reliable communication app fast, user-friendly, and full of useful features I use it daily to stay connected with family and friends highly recommended. ⭐⭐⭐⭐⭐",11/23/2025 8:20,0,187,positive,False,False,False,False,False,False,excellent reliable communication fast userfriendly full useful features use daily stay connected family friends highly recommended
a2353b63-18ae-4563-ab7d-43de5ff5c61e,1,"Whenever i upload any picture or video on status, it gets blurry automatically. even if the dile size is less than 1 mb, the same picture look sharp on Instagram",11/24/2025 7:23,0,161,negative,False,False,False,False,False,False,whenever upload picture video status gets blurry automatically even dile size less mb picture look sharp instagram
1190aa65-ced8-4b33-830d-53d5efe010f4,1,I don't know why people use this when there is no security.,11/23/2025 11:29,0,59,negative,False,False,False,False,False,False,dont know people use no security
71ad986d-4d29-4c69-a8f6-c9a93dfc297d,5,"it is very helpful and I can communicate with my friends or family from far and close like at school to send pictures updates or homework and almost every one has it ,it is a lifestyle",11/26/2025 0:10,0,184,positive,False,False,False,False,False,False,very helpful communicate friends family far close like school send pictures updates homework almost every one lifestyle
cf3b3588-078b-4976-b041-49654564bc7f,5,very useful,11/24/2025 7:10,0,11,positive,False,False,False,False,False,False,very useful
89eeda45-3fca-45e0-beee-2a03868fa7cc,4,this is a app that solved almost all my problems with chatting with friends and family members. It is easy and convinent to use and chat.,11/26/2025 15:46,0,137,positive,False,False,False,False,False,False,solved almost problems chatting friends family members easy convinent use chat
ywrxzT0Y-XGNP-B6yG-aJZO-iabNYHQ0yyz2,1,fFiQtM1Yv3vsVStvq2Z75smqScG,21/11/2025 22:17,1,27,negative,False,False,False,False,False,False,ffiqtmyvvsvstvqzsmqscg
88c21f37-32a8-43b6-9eed-b5968c3ae02b,4,make it privacy that no one could see my details,11/24/2025 18:10,0,48,positive,False,False,False,False,False,False,make privacy no one could see details
4661a13a-083d-4847-a879-02094aa412f7,1,I have to update too many times,11/23/2025 22:14,0,31,negative,False,False,False,False,False,False,update too many times
07214a45-f8b8-44ac-80e0-a27ab4cdd8c3,1,"I hate this thing of group mentions on statuses, atleast give us options to block or allow these status to pop-up if the numbers are not saved it becomes costly in terms of data usage and it's unnecessary",11/25/2025 13:16,0,204,negative,False,False,False,False,False,False,hate thing group mentions statuses atleast give us options block allow status popup numbers not saved becomes costly terms data usage unnecessary
5b46ac3a-7971-4b1b-90f6-a4f5249cd6b3,1,suddenly disconnecting the call and shut down the app,11/21/2025 23:39,1,53,negative,False,False,False,False,False,False,suddenly disconnecting call shut
49b3156e-7158-42b0-b447-7a24bfee63b9,2,WhatsApp location not working support,11/24/2025 0:39,0,37,negative,False,False,False,False,False,False,location not working support
06090ff9-a272-4321-8e9b-df68389c7b70,1,Notifications are completely broken,11/23/2025 17:48,0,35,negative,False,False,False,False,False,False,notifications completely broken
bbbf84d9-0604-4dde-bfde-df273c619d54,5,everything fine,11/24/2025 23:09,0,15,positive,False,False,False,False,False,False,everything fine
3094b90f-7a8b-4de4-9765-9475ca2eca93,5,"this app is the Best One, thank you for creating it .",11/23/2025 12:53,0,53,positive,False,False,False,False,False,False,best one thank creating
fb46e825-b41a-4ea2-91e4-77f43c441f86,5,excellent thank,11/22/2025 2:01,0,15,positive,False,False,False,False,False,False,excellent thank
383af7c5-cf40-46f2-9358-59d9694d9e80,1,"Failed to download after trying many times… very strange, considering I’ve been using this app for years.",11/25/2025 3:46,0,105,negative,False,False,False,False,False,False,failed download trying many times very strange considering ive using years
68a2f163-0191-4aa3-8bd9-991d970778e2,5,please open,11/25/2025 6:44,0,11,positive,False,False,False,False,False,False,please open
d0aa0050-e608-4437-ac75-63507676904a,5,"great app, wonderful.its quick and reliable",11/26/2025 11:39,0,43,positive,False,False,False,False,False,False,great wonderfulits quick reliable
46df4eb6-4ef4-4fd4-9aca-744a919cce29,5,it's good,11/25/2025 23:06,0,9,positive,False,False,False,False,False,False,good
58b360fb-d285-4930-bf12-030b590e942a,5,it is so fast,11/24/2025 17:03,0,13,positive,False,False,False,False,False,False,fast
f14ef832-e939-48bb-8aa4-aeebd10ecd87,1,can't open after update...sucks,11/22/2025 11:04,2,31,negative,False,False,False,False,False,False,cant open updatesucks
1fbab75d-9f79-42dc-965e-f450bb9ad1ad,5,good 👍 app,11/22/2025 2:24,0,10,positive,False,False,False,False,False,False,good
51009de3-bf2b-4954-8957-e8e3ee8dafdc,5,smart in easy,11/25/2025 19:12,1,13,positive,False,False,False,False,False,False,smart easy
cabe7e61-e702-42ab-8437-8db801843494,2,new version is bad 😔😔😔,11/26/2025 8:47,0,22,negative,False,False,False,False,False,False,new version bad
312cw8ZU-XXKD-oLrK-LRhP-8zxNhwyQ3eQV,2,Z7JQdrDoPEJpXw9IJoo,21/11/2025 20:23,1,19,negative,False,False,False,False,False,False,zjqdrdopejpxwijoo
2eab0e70-18ed-4e2f-8faa-2507e65fac3a,1,its a good app thank u,11/26/2025 8:23,0,22,negative,False,False,False,False,False,False,good thank u
a96eb191-eae4-493d-a0f0-4c6a6b30ef8f,3,"I am a learner but i love this app, i do not kñow how to operate",11/24/2025 1:52,0,64,neutral,False,False,False,False,False,False,learner but love not kow operate
754b0f2c-9266-4ae5-8aa0-a0bd5740fd4a,1,"very very worst , my husband doubted to install this account to hack my all mobile usages",11/24/2025 19:09,0,89,negative,True,False,False,False,False,False,very very worst husband doubted install account hack mobile usages
57e31469-0841-4e10-9cd9-f550ea27a3b0,3,"I would really appreciate it if WhatsApp added an HD upload option for Stories. Currently, photos and videos lose quality when posted. very downgrade. Having an HD option would ensure clearer and sharper Story content",11/26/2025 15:23,0,217,neutral,False,False,False,False,False,False,would really appreciate added hd upload option stories currently photos videos lose quality posted very downgrade hd option would ensure clearer sharper story content
dba85681-2f31-43e2-b792-7b3a5a0c6d96,5,but it'nt updating fastly,11/23/2025 19:46,0,25,positive,False,False,False,False,False,False,but itnt updating fastly
959e5bc3-5793-40d1-8f62-ad16cde9d0bf,5,"guys,it is better 2 use wazzup if u wna message someone",11/25/2025 15:49,0,55,positive,False,False,False,False,False,False,guysit better use wazzup u wna message someone
56a619f9-44a7-44e6-9460-684fdf8af06a,5,Great app,11/22/2025 20:51,0,9,positive,False,False,False,False,False,False,great
899372b3-4de8-4e5b-86e6-a4b67529b557,5,wounderful app,11/22/2025 7:36,0,14,positive,False,False,False,False,False,False,wounderful
591cc098-c58a-411d-8c9b-9695419433cf,5,it's really amazing,11/22/2025 12:43,0,19,positive,False,False,False,False,False,False,really amazing
7a175559-9def-4046-8cb9-1a45ba05d6c1,1,there is an issue of the keyboard in only WhatsApp,11/23/2025 8:33,0,50,negative,False,False,False,False,False,False,issue keyboard only
a540dafb-97e5-416e-bca6-da1317f7c753,1,I'm not satisfied WhatsApp service,11/22/2025 7:43,1,34,negative,False,False,False,False,False,False,im not satisfied service
29b55441-b5d1-4d7f-971c-abaf0b3d2008,5,I love this app,11/22/2025 17:23,0,15,positive,False,False,False,False,False,False,love
62901b29-97fa-4e1e-a9b5-5ddb7c3fed2e,3,pls you guys should stop reducing pictures or video quality when ever we upload them because after editing my video it would be clear with no watermark but once I post watermark go just full everywhere pls fix this I know am not the only person complaining about this,11/23/2025 13:24,0,267,neutral,False,False,False,False,False,False,pls guys stop reducing pictures video quality ever upload editing video would clear no watermark but post watermark go just full everywhere pls fix know not only person complaining
c135f8ac-cab8-47b8-8f58-bc60a582810f,2,still waiting for verification call,11/26/2025 18:04,0,35,negative,False,False,False,False,False,False,still waiting verification call
25ede2da-2081-469d-9f5a-3dd4a6887b61,1,Not working perfectly,11/23/2025 17:40,1,21,negative,False,False,False,False,False,False,not working perfectly
40bf9b2c-5990-4f86-bd60-c9852db727fc,5,Love in sharing,11/23/2025 23:29,0,15,positive,False,False,False,False,False,False,love sharing
5dd4bae6-7ff3-4073-a741-f7b3438b3f85,5,thank you good app this good .,11/25/2025 23:58,0,30,positive,False,False,False,False,False,False,thank good good
11c200c3-b7e2-40dd-b88d-7997e48694c2,1,it is a bakwas chat app,11/22/2025 19:43,0,23,negative,False,False,False,False,False,False,bakwas chat
104ab61e-8699-4f45-854d-41b3a12932d1,5,Good service,11/22/2025 14:05,0,12,positive,False,False,False,False,False,False,good service
2e1129a4-bde7-44d9-aee9-2314f3ba3450,5,Easy to communicate with family and friends abroad,11/25/2025 10:21,0,50,positive,False,False,False,False,False,False,easy communicate family friends abroad
7644c238-e93c-4949-971b-8d1a89eace9b,5,it's very nice and easy fantastic,11/23/2025 16:24,0,33,positive,False,False,False,False,False,False,very nice easy fantastic
fb99dba1-f6a7-4f16-a109-8554cd0f6af5,5,One of the best app,11/24/2025 0:25,0,19,positive,False,False,False,False,False,False,one best
a87b4e57-d635-4a60-83ec-d6ba8693b105,5,WhatsApp is one of the best communication devices to reach everywhere.,11/25/2025 0:37,0,70,positive,False,False,False,False,False,False,one best communication devices reach everywhere
d0136a96-928e-4aef-a087-5b853c191ece,5,I think it is very good,11/23/2025 20:33,0,23,positive,False,False,False,False,False,False,think very good
67a32b06-4bff-4b8b-b06f-e0436bf468a8,5,It is a very reliable app,11/25/2025 12:34,0,25,positive,False,False,False,False,False,False,very reliable
77a26ea6-a5b3-48f2-94c4-3a1eda11e968,5,This app soo cool i swear,11/22/2025 21:07,0,25,positive,False,False,False,False,False,False,soo cool swear
c7b46720-22fb-4e1d-a016-78edd53201b1,5,"Let me use this application easily please, be am tired of using it, you are restricted my account time to time, why now",11/25/2025 14:43,0,119,positive,False,False,False,False,False,False,let use application easily please tired using restricted account time time
493a3c63-2156-466c-97c1-d11a2fc1e8ae,1,My whatspp number is banned and I still downloaded the Official WhatsApp but still no Luck it seems someone hacked my account. This is really frastrating,11/24/2025 16:58,0,153,negative,False,False,False,False,False,False,whatspp number banned still downloaded official but still no luck seems someone hacked account really frastrating
54eebd96-041e-4baf-a8f1-adf603658c28,5,it is the g.o.a.t🇿🇼,11/26/2025 22:04,0,19,positive,False,False,False,False,False,False,goat
0c54cb52-71eb-4c29-8a36-aaa828403874,5,WhatsApp chalu kiya abhi Bar Bar problem ho raha hai how to become a problem ho raha hai,11/26/2025 10:55,0,88,positive,True,False,False,False,False,False,chalu kiya abhi bar bar problem ho raha hai become problem ho raha hai
d08efa30-f08a-4fee-ad78-36e938cfe73b,5,100% nice. I'm enjoying using this app,11/24/2025 23:28,0,38,positive,False,False,False,False,False,False,nice im enjoying using
8dd623de-e7cd-4653-a92e-b2aaca7d94f9,1,"why can't I log back in my WhatsApp acct in my new phone after my old phone was stolen,it kept on saying that I need the official WhatsApp whereas I'm using the official WhatsApp,it's not lik this before.. WhatsApp,what's happening??",11/22/2025 12:10,2,233,negative,False,False,False,False,False,False,cant log back acct new phone old phone stolenit kept saying need official whereas im using official whatsappits not lik whatsappwhats happening
71e03e82-b8fe-4c38-913c-161bcc17a886,3,it looks so not good for me 😭,11/22/2025 22:43,0,29,neutral,False,False,False,False,False,False,looks not good
c4eb8c95-7553-4f50-97ea-dbeef252ff0d,5,Kindly add an option to delete synced contacts. This will help manage and remove unwanted entries easily. Thank you.,11/23/2025 13:25,2,116,positive,False,False,False,False,False,False,kindly add option delete synced contacts help manage remove unwanted entries easily thank
de36ccf8-4121-4e00-9bc6-f81743776059,1,Keeps giving error to download official whatsapp. Have done a gazillion times but no success. So frustrating,11/25/2025 2:20,0,108,negative,False,False,False,False,False,False,keeps giving error download official done gazillion times but no success frustrating
4590fbb1-f2cb-4458-88ce-8f7a0300f865,5,hello I am not working today 😭😭😭 please check whatsapp team this slove problem,11/26/2025 12:22,0,78,positive,False,False,False,False,False,False,hello not working today please check team slove problem
8bf3026a-aeed-4c2a-93db-61abe39aa252,4,Good app,11/25/2025 20:51,0,8,positive,False,False,False,False,False,False,good
zTZ3vA5O-hfOT-Qxhz-2Cze-GYYwVCcLx391,1,01jXXco0PtxiAeRAdFwKeIi83QRF0X,25/11/2025 08:44,1,30,negative,False,False,False,False,False,False,jxxcoptxiaeradfwkeiiqrfx
2ad6ede6-b01b-44cd-a867-2643662efd7b,1,"I can't access my WhatsApp again keep seeing this information "" unofficial WhatsApp"" I'm so frustrated",11/25/2025 13:38,0,102,negative,False,False,False,False,False,False,cant access keep seeing information unofficial im frustrated
bce70da1-d870-45d7-9754-0c63318097bd,5,nice app and very importent,11/23/2025 14:49,0,27,positive,False,False,False,False,False,False,nice very importent
A1tE0g5A-YPvX-PyH4-mn0Q-h8b1uKdBzfYj,4,focus fun sharp personnel shit comfortable tube happen cope floor ceremony beside fashion statistics vs being provider surround substantial agree absence formation suggest admission museum doubt ethics oh deputy ear civil version smart pretend last category welfare method not two road give radio him broad painting glass possibly governor mind mostly any press tennis,26/11/2025 14:44,1,368,positive,False,False,False,False,False,False,focus fun sharp personnel shit comfortable tube happen cope floor ceremony beside fashion statistics vs provider surround substantial agree absence formation suggest admission museum doubt ethics oh deputy ear civil version smart pretend last category welfare method not two road give radio broad painting glass possibly governor mind mostly press tennis
f7bc8fc3-12d6-4cb2-a4d0-0100bd4282e1,5,It's a great App for communication,11/21/2025 22:20,0,34,positive,False,False,False,False,False,False,great communication
0026068a-e074-42f1-a46b-4a68ebbabce8,3,"I don't like the new update on ""About"".......Why would one change that within a time frame......? it's better used as a Bio for WhatsApp",11/26/2025 9:43,0,136,neutral,False,False,False,False,False,False,dont like new update aboutwhy would one change within time frame better used bio
ac874e8c-8580-4a6d-a37f-3ee8735ce705,5,Cannot use this WhatsApp,11/24/2025 18:32,0,24,positive,False,False,False,False,False,False,cannot use
a8ed0264-a22b-4d31-a49b-bfd8ee3fbd85,4,I have got to try find more time and learn how to use this App 😴 💤 Where can I to learn the options? Probably the App?? 🫤 - thank you,11/25/2025 5:26,0,133,positive,False,False,False,False,False,False,got try find more time learn use learn options probably thank
8a564204-9810-4848-9e5f-03bc8b75dd16,5,play store not download,11/26/2025 19:48,0,23,positive,False,False,False,False,False,False,play store not download
0addbb01-336b-4a76-8b00-7c99cd3327d1,5,‌Super app nice version very confident and using method is very easy to send a messages videos to every group and other etc,11/23/2025 15:01,1,123,positive,False,False,False,False,False,False,super nice version very confident using method very easy send messages videos every group etc
8a7e84d3-3d22-47ec-b460-ce30dc48ce76,4,Really easy to use but the deleted messages cannot be deleted it shows DELETE FROM EVERYONE...,11/26/2025 20:10,0,94,positive,False,False,False,False,False,False,really easy use but deleted messages cannot deleted shows delete everyone
416d75b5-3840-445f-92a7-ddcf44e8ea1c,4,It's cool,11/24/2025 18:58,0,9,positive,False,False,False,False,False,False,cool
230c19eb-7d25-4b84-a945-0f1e6b98c501,5,The good app,11/21/2025 21:08,0,12,positive,False,False,False,False,False,False,good
0b0ec2ff-6e01-4f4a-89e8-03242fd6843d,3,My account is banned without me violating any rule,11/25/2025 23:00,1,50,neutral,False,False,False,False,False,False,account banned without violating rule
05aa7bc2-3b77-4e92-9b95-d4799db90339,3,It's a very nice app.. But it always needs updating,11/24/2025 17:28,0,51,neutral,False,False,False,False,False,False,very nice but always needs updating
98c188b2-e9bb-49a3-983c-24020b380444,5,good app 👍,11/24/2025 13:32,0,10,positive,False,False,False,False,False,False,good
4c70e8ad-c471-402e-b6f0-4070170bbb1c,5,good apps,11/25/2025 6:20,0,9,positive,False,False,False,False,False,False,good
4053c887-0eb8-42ab-be3d-99faebbece32,1,hello dear whatsapp team please check.. I can't login my whatsapp account because too many times I try for login sms and call.. due to this I can't login my whatsapp number.... please give me any solution for that....,11/22/2025 2:40,1,217,negative,False,False,False,False,False,False,hello dear team please check cant login account too many times try login sms call due cant login number please give solution
6ebeb1b2-6620-428e-ac05-28072b0b8a36,5,What's app download,11/22/2025 11:02,0,19,positive,False,False,False,False,False,False,whats download
aaeae8ad-f71c-4d36-849d-5f9e08bcd861,1,Very good for communication,11/21/2025 23:57,0,27,negative,False,False,False,False,False,False,very good communication
31b71299-c710-48f0-865e-77f66969a0dd,1,vdo sent to very slowly,11/26/2025 13:54,0,23,negative,False,False,False,False,False,False,vdo sent very slowly
39f0cd4f-6777-447a-9985-22b8877f9a42,2,I've never seen such a bad app,11/24/2025 13:08,0,30,negative,False,False,False,False,False,False,ive never seen bad
e2d5419a-ccb9-46b5-9e41-8a805b628e06,4,it's great,11/23/2025 10:08,1,10,positive,False,False,False,False,False,False,great
7b15a4d4-9cea-4607-85d3-0cad51b49293,1,good quality 💯,11/26/2025 4:01,0,14,negative,False,False,False,False,False,False,good quality
44758036-b12b-4838-accb-882a20fe2541,5,I have an issue my audio can't record in WhatsApp please solve it,11/25/2025 13:53,0,65,positive,False,False,False,False,False,False,issue audio cant record please solve
0bde266f-6d4c-439e-8a4b-bab94b663071,1,THIS NEW VERSION IS VERY BAD ..MY ABOUT IS NO LONGER MORA THAN 1 DAY.IT SHOULD BE CHANGE THIS ABOUT DURATION TIME.. PLEASE CHANGE THE ABOUT SETTING..🥺,11/23/2025 9:23,0,150,negative,False,False,False,False,False,False,new version very bad no longer mora dayit change duration time please change setting
58f6da59-c178-45f0-bce2-843efbd09e53,1,plz unban my whatsapp mistakely ban my whatsapp,11/24/2025 11:40,0,47,negative,False,False,False,False,False,False,plz unban mistakely ban
91dfd4be-2e8e-4835-86a4-83ec0615e3a9,5,It is nice,11/26/2025 17:44,0,10,positive,False,False,False,False,False,False,nice
9nxsB3qv-Q32n-Peuz-DQuM-lQGHZyPamnhE,1,headquarters moral establish correspondent sale following blood flight hypothesis full trouble pink comment decrease selection champion,22/11/2025 17:03,0,135,negative,False,False,False,False,False,False,headquarters moral establish correspondent sale following blood flight hypothesis full trouble pink comment decrease selection champion
jg3OHztf-JtBA-aXFv-IaDU-1IUUSoZKIbSw,4,might eye both advice whom severe capacity commit factory report publication lead slip saving urge sister pine facility relatively testing pine lab affect movement tank emission assistance hall Senate cheek cigarette serve lung lean illustrate psychologist born brush thick presence demand provision director near his Israeli belong nature therefore ah liberal recall confident active legislation creative unless area sure fund assessment lie weight stability distinguish chapter sex eliminate weekend executive arrival director primarily man bit generally try tip cognitive slide desperate weak previously moment numerous serious square recent principal teacher violation gradually mountain versus take still,24/11/2025 02:45,0,709,positive,False,False,False,False,False,False,might eye advice severe capacity commit factory report publication lead slip saving urge sister pine facility relatively testing pine lab affect movement tank emission assistance hall senate cheek cigarette serve lung lean illustrate psychologist born brush thick presence demand provision director near israeli belong nature therefore ah liberal recall confident active legislation creative unless area sure fund assessment lie weight stability distinguish chapter sex eliminate weekend executive arrival director primarily man bit generally try tip cognitive slide desperate weak previously moment numerous serious square recent principal teacher violation gradually mountain versus take still
3efd8843-97e5-4bb5-8be5-660c5edd3153,1,"Worst App eating away internal Memory of mobile. Not allowing to use external memory even SD card also. You are thinking that mobile internal memory is exclusively for your worst App. Worst thinking fellows. Even after many complaints not gien option to store chats in SD card.You are not allowing apart admin, group members to make chages in disappearing messages at least to members receiving end to save member mobile memory. Change your mind set first else close WhatsApp business.",11/23/2025 9:05,7,485,negative,False,False,False,False,False,False,worst eating away internal memory mobile not allowing use external memory even sd card also thinking mobile internal memory exclusively worst worst thinking fellows even many complaints not gien option store chats sd cardyou not allowing apart admin group members make chages disappearing messages least members receiving end save member mobile memory change mind set first else close business
4ddcb2d3-1fb0-4155-826e-61e857b49abf,4,"this app is great and very useful except the fact that posts goes blur no matter how sharp it was.Posts turns blurry even though it's on HD quality. And I can't add some songs to my post.....it never posts is Whatsapp controlling songs...,.I can't use some certain sounds from Whatsapp directly 😭",11/24/2025 4:25,0,296,positive,False,False,False,False,False,False,great very useful except fact posts goes blur no matter sharp wasposts turns blurry even though hd quality cant add songs postit never posts controlling songsi cant use certain sounds directly
7d7af75b-aa48-48fa-90ae-f7623515d50e,5,nice to my whatsapp,11/23/2025 15:23,0,19,positive,False,False,False,False,False,False,nice
bfeecb51-5616-48c3-be16-0235c8123797,3,putting the views icon on the bottom left hand side is frustrating for most single-hand users who use the right hand most of times,11/26/2025 15:37,4,130,neutral,False,False,False,False,False,False,putting views icon bottom left hand side frustrating most singlehand users use right hand most times
23714100-8152-42dd-811c-b391664a262d,5,Good application,11/23/2025 14:49,0,16,positive,False,False,False,False,False,False,good application
82e8d723-d172-4602-8425-2018c94b688a,1,good app,11/23/2025 12:27,0,8,negative,False,False,False,False,False,False,good
5ed3169f-da90-4fc9-a654-612e24615e24,5,dear WhatsApp teem I'm not using unofficial whatsapp application but still when I try to open my official whatsapp it shows you need official whatsapp to login problem please help me to fix it as soon as possible god bless you,11/24/2025 12:26,0,226,positive,False,False,False,False,False,False,dear teem im not using unofficial application but still try open official shows need official login problem please help fix soon possible god bless
c99e9ba7-933d-426a-aa7f-e79decdec901,5,I love what's app messenger,11/23/2025 21:06,1,27,positive,False,False,False,False,False,False,love whats messenger
36094ffa-93ff-458b-aab6-62de491702ad,5,This app is so good,11/25/2025 4:40,0,19,positive,False,False,False,False,False,False,good
e300fb25-64e5-47b6-8170-c8277841ca36,2,"you experience lots of hitched with your app .. instead of increasing featured, try working on the lapses .. I'm tired abeg",11/26/2025 3:31,0,123,negative,False,False,False,False,False,False,experience lots hitched instead increasing featured try working lapses im tired abeg
8a18c47b-1e72-45e1-9dde-debdcf27fd77,2,arratai is best,11/26/2025 7:01,0,15,negative,False,False,False,False,False,False,arratai best
3b48b42e-0989-49c4-a837-47552255b614,1,It is good,11/22/2025 20:00,0,10,negative,False,False,False,False,False,False,good
d3413477-7e06-41f9-9232-c4db09deb934,3,twas toxic but in a good way,11/25/2025 17:24,0,28,neutral,False,False,False,False,False,False,twas toxic but good way
7bf80173-1a1e-4b33-bd4d-321d26a102d0,5,Its good,11/21/2025 21:13,0,8,positive,False,False,False,False,False,False,good
8df3583c-df89-4da4-8367-7de9fe3a45f6,1,why you changed whatsapp about place and putted date😭🙏,11/22/2025 9:34,1,54,negative,False,False,False,False,False,False,changed place putted date
